,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\hdinsight-java-deploy-storm-topology,"Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.15476190476190477, intercept=-0.5416666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=8.821428571428571, intercept=-30.875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.9285714285714286, intercept=-3.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\hdinsight-storm-java-kafka,"Mann_Kendall_Test(trend='increasing', h=True, p=0.028386956187788526, z=2.191896841711736, Tau=0.19883040935672514, s=34.0, var_s=226.66666666666666, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006079772652249904, z=3.428030448765029, Tau=0.4444444444444444, s=76.0, var_s=478.6666666666667, slope=0.0, intercept=33.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028386956187788526, z=2.191896841711736, Tau=0.19883040935672514, s=34.0, var_s=226.66666666666666, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.7490066064632159, z=-0.3199495085514027, Tau=-0.04678362573099415, s=-8.0, var_s=478.6666666666667, slope=0.0, intercept=0.004920706618577242)"
Azure-Samples\\SpeechToText-REST,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-api-apps-quickstart-java,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=27.66666666666667)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=1.0344827586206895)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.018769238299379747)"
Azure-Samples\\azure-cosmos-db-sql-java-multi-master,"Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)"
Azure-Samples\\microprofile-hello-azure,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0005784259073635667, z=3.441533937673119, Tau=0.5032679738562091, s=77.0, var_s=487.6666666666667, slope=0.17647058823529413, intercept=1.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0005784259073635667, z=3.441533937673119, Tau=0.5032679738562091, s=77.0, var_s=487.6666666666667, slope=0.7254901960784315, intercept=6.166666666666668)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0005784259073635667, z=3.441533937673119, Tau=0.5032679738562091, s=77.0, var_s=487.6666666666667, slope=0.058823529411764705, intercept=0.5)","Mann_Kendall_Test(trend='increasing', h=True, p=7.085161077191593e-05, z=3.9734077350788, Tau=0.6209150326797386, s=95.0, var_s=559.6666666666666, slope=0.016845444253846712, intercept=0.13476079702377317)"
Azure-Samples\\microprofile-configsource-keyvault,"Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.2, intercept=-1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=1.55, intercept=-7.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.1, intercept=-0.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.025924891326576473, intercept=-0.12962445663288236)"
Azure-Samples\\microprofile-docker-helloworld,"Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.04373028064395901, z=2.016666954827832, Tau=0.4222222222222222, s=19.0, var_s=79.66666666666667, slope=0.0, intercept=0.0)"
Azure-Samples\\key-vault-java-network-acl,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0007603058428726772, z=3.3668552516724395, Tau=0.5147058823529411, s=70.0, var_s=420.0, slope=0.13333333333333333, intercept=0.9333333333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0012917521492901152, z=3.2178058691286777, Tau=0.5441176470588235, s=74.0, var_s=514.6666666666666, slope=3.1607142857142856, intercept=11.714285714285715)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007603058428726772, z=3.3668552516724395, Tau=0.5147058823529411, s=70.0, var_s=420.0, slope=0.08888888888888888, intercept=0.6222222222222222)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001022872817773024, z=3.8851011752670326, Tau=0.6323529411764706, s=86.0, var_s=478.6666666666667, slope=0.02859308123588562, intercept=0.15179622769355774)"
Azure-Samples\\key-vault-java-recovery,"Mann_Kendall_Test(trend='increasing', h=True, p=1.6700382466261487e-05, z=4.304976020005052, Tau=0.6368421052631579, s=121.0, var_s=777.0, slope=0.26666666666666666, intercept=0.4666666666666668)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007047867403817687, z=3.387710258604317, Tau=0.5263157894736842, s=100.0, var_s=854.0, slope=5.625, intercept=36.9375)","Mann_Kendall_Test(trend='increasing', h=True, p=0.031358938617164656, z=2.152488010002526, Tau=0.32105263157894737, s=61.0, var_s=777.0, slope=0.0, intercept=1.5416666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00018267179110953435, z=3.7418482827913495, Tau=0.5263157894736842, s=100.0, var_s=700.0, slope=0.0006422881475266288, intercept=-0.0006422881475266285)"
Azure-Samples\\key-vault-java-managed-storage,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0005784259073635667, z=3.441533937673119, Tau=0.5032679738562091, s=77.0, var_s=487.6666666666667, slope=0.29411764705882354, intercept=2.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05115893736430732, z=1.950144174671795, Tau=0.32679738562091504, s=50.0, var_s=631.3333333333334, slope=4.235294117647059, intercept=36.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.7076222718515055e-05, z=4.3000465624033755, Tau=0.6993464052287581, s=107.0, var_s=607.6666666666666, slope=0.10835913312693499, intercept=0.8157894736842108)","Mann_Kendall_Test(trend='no trend', h=False, p=0.09330594200885822, z=1.678210862112252, Tau=0.28104575163398693, s=43.0, var_s=626.3333333333334, slope=1.819205473807147e-05, intercept=0.00015463246527360752)"
Azure-Samples\\key-vault-java-certificate-authentication,"Mann_Kendall_Test(trend='increasing', h=True, p=0.010583547137015259, z=2.5561566171859873, Tau=0.325, s=39.0, var_s=221.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003449809283124772, z=3.5789473684210527, Tau=0.575, s=69.0, var_s=361.0, slope=0.3935185185185196, intercept=79.38194444444443)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003449809283124772, z=3.5789473684210527, Tau=0.575, s=69.0, var_s=361.0, slope=0.012426900584795307, intercept=1.275219298245614)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\active-directory-b2c-android-appauth-ropc,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)"
Azure-Samples\\active-directory-android-native-oidcandroidlib-v2,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0019378365886726368, z=3.099597693888066, Tau=0.42483660130718953, s=65.0, var_s=426.3333333333333, slope=0.0, intercept=20.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0036623024966182527, z=2.905872838020062, Tau=0.39869281045751637, s=61.0, var_s=426.3333333333333, slope=0.0, intercept=115.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0036623024966182527, z=2.905872838020062, Tau=0.39869281045751637, s=61.0, var_s=426.3333333333333, slope=0.0, intercept=2.0166666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5611228064428049, z=-0.5811745676040124, Tau=-0.08496732026143791, s=-13.0, var_s=426.3333333333333, slope=0.0, intercept=0.21355874752625825)"
Azure-Samples\\hdinsight-java-hive-jdbc,"Mann_Kendall_Test(trend='increasing', h=True, p=0.008474801892153883, z=2.6325441043861852, Tau=0.48484848484848486, s=32.0, var_s=138.66666666666666, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008474801892153883, z=2.6325441043861852, Tau=0.48484848484848486, s=32.0, var_s=138.66666666666666, slope=0.0, intercept=74.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008474801892153883, z=2.6325441043861852, Tau=0.48484848484848486, s=32.0, var_s=138.66666666666666, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\hdinsight-java-storm-eventhub,"Mann_Kendall_Test(trend='no trend', h=False, p=0.18387932980182997, z=-1.3289049522418912, Tau=-0.18181818181818182, s=-46.0, var_s=1146.6666666666667, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6822742782458766, z=0.4093616509531667, Tau=0.06324110671936758, s=16.0, var_s=1342.6666666666667, slope=0.0, intercept=45.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.18387932980182997, z=-1.3289049522418912, Tau=-0.18181818181818182, s=-46.0, var_s=1146.6666666666667, slope=0.0, intercept=1.5555555555555556)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5273233866718454, z=-0.6320971664187096, Tau=-0.09486166007905138, s=-24.0, var_s=1324.0, slope=0.0, intercept=3.9699705666862435e-05)"
Azure-Samples\\hdinsight-java-storm-wordcount,"Mann_Kendall_Test(trend='increasing', h=True, p=9.071503590529773e-07, z=4.910779533537385, Tau=0.5397849462365591, s=251.0, var_s=2591.6666666666665, slope=0.15, intercept=4.75)","Mann_Kendall_Test(trend='increasing', h=True, p=7.777210130655021e-05, z=3.951163702904509, Tau=0.49032258064516127, s=228.0, var_s=3300.6666666666665, slope=0.4107142857142856, intercept=31.410714285714285)","Mann_Kendall_Test(trend='increasing', h=True, p=9.191499783511858e-09, z=5.745011025978021, Tau=0.6688172043010753, s=311.0, var_s=2911.6666666666665, slope=0.002272727272727315, intercept=1.4059090909090903)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.027125386179066346, z=-2.209708691207961, Tau=-0.16344086021505377, s=-76.0, var_s=1152.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-blob-android-photo-uploader,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=61.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.36)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\cognitive-services-java-computer-vision-tutorial,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0003625683774945987, z=3.565929832876473, Tau=0.4789473684210526, s=91.0, var_s=637.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.012409066066151553, z=2.500292907581904, Tau=0.3631578947368421, s=69.0, var_s=739.6666666666666, slope=0.0, intercept=901.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003625683774945987, z=3.565929832876473, Tau=0.4789473684210526, s=91.0, var_s=637.0, slope=0.0, intercept=2.3)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\hbase-phoenix-connection-pool,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00010744768249737469, z=3.8731272671062316, Tau=0.5064935064935064, s=117.0, var_s=897.0, slope=0.25, intercept=2.375)","Mann_Kendall_Test(trend='increasing', h=True, p=1.2731441320745773e-05, z=4.364670676775691, Tau=0.6017316017316018, s=139.0, var_s=999.6666666666666, slope=2.98, intercept=26.509999999999998)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00010744768249737469, z=3.8731272671062316, Tau=0.5064935064935064, s=117.0, var_s=897.0, slope=0.15, intercept=1.425)","Mann_Kendall_Test(trend='increasing', h=True, p=0.012586117500320348, z=2.4952704094141254, Tau=0.3333333333333333, s=77.0, var_s=927.6666666666666, slope=0.0, intercept=3.2626053143758324e-05)"
Azure-Samples\\app-service-maven,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-mobile-apps-android-quickstart,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.5, intercept=-0.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=19.222222222222218, intercept=-28.83333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.24796747967479674, intercept=-0.3719512195121951)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.0005415024158234397, intercept=-0.0008122536237351596)"
Azure-Samples\\storage-queue-java-getting-started,"Mann_Kendall_Test(trend='increasing', h=True, p=2.17304922056627e-07, z=5.1838901764677585, Tau=0.5, s=315.0, var_s=3669.0, slope=0.015625, intercept=0.7265625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004531876340041929, z=2.8385517971385665, Tau=0.2746031746031746, s=173.0, var_s=3671.6666666666665, slope=0.0, intercept=153.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007553677430494066, z=3.368651853999612, Tau=0.3412698412698413, s=215.0, var_s=4035.6666666666665, slope=0.0, intercept=3.6)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005038176813537909, z=2.8045826544574983, Tau=0.15714285714285714, s=99.0, var_s=1221.0, slope=0.0, intercept=0.0)"
Azure-Samples\\event-hubs-java-storm-sender-jms-receiver,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=36.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.3076923076923077)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.3671963041648269)"
Azure-Samples\\storage-java-client-side-encryption,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=57.6)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00023581610003020612)"
Azure-Samples\\storage-file-java-getting-started,"Mann_Kendall_Test(trend='increasing', h=True, p=7.981219476405066e-05, z=3.9449633198606264, Tau=0.32386363636363635, s=171.0, var_s=1857.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00039337175820830517, z=3.5444911180224685, Tau=0.4090909090909091, s=216.0, var_s=3679.3333333333335, slope=2.823529411764706, intercept=119.8235294117647)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0068495374554442545, z=2.7040723454930293, Tau=0.3125, s=165.0, var_s=3678.3333333333335, slope=0.03333333333333332, intercept=3.066666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005324806166086216, z=2.7866980953289153, Tau=0.17045454545454544, s=90.0, var_s=1020.0, slope=0.0, intercept=0.0)"
